id,title,description,category,priority,is_fake,is_duplicate,is_anomaly
654,Bus breakdown assistance inadequate,When the bus broke down on the highway the college sent a small van that could carry only ten of the forty stranded students. The remaining thirty waited for two additional hours.,TRANSPORTATION,HIGH,false,false,false
655,Night bus service stops too early,The college offers a late evening bus for students attending evening practical sessions. This bus was stopped fifteen minutes early causing students to miss it and walk long distances home.,TRANSPORTATION,HIGH,false,false,false
656,Bus stops at unmarked location,The college bus regularly stops to pick up passengers at unmarked informal locations adding unnecessary time to the journey and confusing students unfamiliar with the route.,TRANSPORTATION,LOW,false,false,false
657,No bus service for distant rural students,Students travelling from rural areas more than 30 km away have no college bus facility. The college website implied transport would be available but no service exists for this zone.,TRANSPORTATION,HIGH,false,false,false
658,Students denied boarding with luggage,Students returning to college after vacation with luggage were denied boarding by the bus driver. No policy against carrying luggage was ever communicated.,TRANSPORTATION,MEDIUM,false,false,false
659,Bus pass renewal process too complex,The process for renewing a bus pass requires five different signatures from different offices. Students miss bus service while their renewal is being processed over multiple days.,TRANSPORTATION,LOW,false,false,false
660,Bus route map not updated after road closure,A road closure on the bus route made the journey significantly longer. The bus schedule was not updated accordingly and students were arriving 45 minutes late for morning classes.,TRANSPORTATION,MEDIUM,false,false,false
661,Physical library permanently moved without notice,The physical library was permanently relocated to another building without any student notification. Students arrived at the original location and found it locked.,LIBRARY,HIGH,false,false,false
662,Library charging fee for catalogue access,The library is charging Rs 50 per year for access to the digital catalogue which was previously free. No policy change was formally announced.,LIBRARY,LOW,false,false,false
663,Damaged laptop issued from library,I borrowed a laptop from the library IT lending section. The device was already damaged. I was charged for the pre-existing damage when I returned it.,LIBRARY,MEDIUM,false,false,true
664,Library blocking specific research topic searches,The library's digital search system blocks results for certain research topics citing content policy. These topics are legitimate areas of academic inquiry.,LIBRARY,HIGH,false,false,false
